28;164;476;3;0;0
26;772;32;3;1;7
27;86;114;3;2;0
28;272;369;3;3;5
28;162;159;3;4;0
28;251;287;3;5;0
29;313;203;4;6;0
27;658;33;3;7;14
27;892;354;3;8;30
29;214;375;3;9;0
29;283;423;3;10;0
28;303;237;3;11;5
29;706;609;3;12;0
28;750;328;3;13;26
30;889;627;3;14;0
30;94;171;3;15;0
32;159;150;3;16;0
31;299;210;3;17;0
32;487;375;3;18;0
36;678;454;3;19;0
30;759;370;3;20;26
30;864;401;3;21;0
31;226;522;3;22;0
30;266;549;3;23;0
30;361;152;3;24;0
31;995;445;3;25;0
31;270;538;3;26;0
32;285;578;3;27;0
32;438;122;3;28;0
32;716;93;3;29;0
30;804;374;3;30;0
31;831;299;3;31;0
33;204;286;4;32;0
41;253;573;3;33;0
33;294;231;3;34;0
33;978;735;3;35;0
36;156;481;3;36;0
33;655;470;3;37;37
33;724;291;3;38;0
33;902;690;3;39;0
35;575;953;3;40;0
38;206;560;3;41;4
37;447;399;3;42;0
37;612;657;3;43;0
40;922;614;3;44;0
38;280;495;3;45;0
37;652;480;3;46;37
37;751;84;3;47;0
38;830;324;4;48;0
39;540;878;3;49;0
40;336;555;3;50;0
40;355;126;3;51;0
40;385;558;3;52;0
40;685;429;3;53;0
39;731;400;3;54;34
41;353;538;3;55;0
41;456;472;3;56;20
42;953;812;4;57;41
42;396;797;3;58;0
44;402;243;3;59;11
45;302;482;3;60;0
45;693;656;4;61;29
44;697;586;3;62;0
44;731;396;3;63;34
46;725;60;3;64;0
49;842;214;3;65;0
52;409;262;3;66;0
52;640;427;4;67;37
58;902;592;68;68;0
53;469;410;3;69;0
56;443;459;3;70;0
