25;36;14;-1
25;127;17;-1
25;439;140;-1
25;496;24;-1
25;591;19;-1
25;755;157;-1
25;917;52;-1
25;925;49;-1
25;934;133;-1
26;19;16;-1
26;91;133;-1
26;96;25;-1
26;103;59;-1
26;118;281;-1
26;133;231;-1
26;152;83;-1
26;174;38;-1
26;219;184;-1
26;250;329;-1
26;272;95;-1
26;367;112;-1
26;371;15;-1
26;409;200;-1
26;469;10;-1
26;484;17;-1
26;514;213;-1
26;559;19;-1
26;570;21;-1
26;674;5;-1
26;702;182;-1
26;757;93;-1
26;767;30;-1
26;787;160;-1
26;801;31;-1
26;845;193;-1
26;864;98;-1
26;887;119;-1
26;899;67;-1
26;905;200;-1
26;918;113;-1
26;927;316;-1
26;941;224;-1
26;965;116;-1
26;970;88;-1
26;975;47;-1
27;15;231;-1
27;29;379;-1
27;83;92;-1
27;90;234;-1
27;96;318;-1
27;103;126;-1
27;103;225;-1
27;134;12;-1
27;134;322;-1
27;157;249;-1
27;159;162;-1
27;164;11;-1
27;167;140;-1
27;170;172;-1
27;171;310;-1
27;182;131;-1
27;190;68;-1
27;193;117;-1
27;195;222;-1
27;197;108;-1
27;235;19;-1
27;239;109;-1
27;240;272;-1
27;251;156;-1
27;275;330;-1
27;299;128;-1
27;301;353;-1
27;333;184;-1
27;338;292;-1
27;360;218;-1
27;372;223;-1
27;399;42;-1
27;406;235;-1
27;435;265;-1
27;454;240;-1
27;466;289;-1
27;474;213;-1
27;480;217;-1
27;515;308;-1
27;550;35;-1
27;550;134;-1
27;555;495;-1
27;562;58;-1
27;569;9;-1
27;579;358;-1
27;625;491;-1
27;627;56;-1
27;663;138;-1
27;665;54;-1
27;690;15;-1
27;692;340;-1
27;693;324;-1
27;706;137;-1
27;720;121;-1
27;730;101;-1
27;731;389;-1
27;758;214;-1
27;813;267;-1
27;816;182;-1
27;832;105;-1
27;837;14;-1
27;854;432;-1
27;868;148;-1
27;888;458;-1
27;898;211;-1
27;904;133;-1
27;904;294;-1
27;934;114;-1
27;939;76;-1
27;942;21;-1
27;996;92;-1
28;38;58;-1
28;44;484;-1
28;49;573;-1
28;57;559;-1
28;88;267;-1
28;88;445;-1
28;94;506;-1
28;98;163;-1
28;110;337;-1
28;114;557;-1
28;124;233;-1
28;128;50;-1
28;131;421;-1
28;133;474;-1
28;160;295;-1
28;175;648;-1
28;176;229;-1
28;178;259;-1
28;210;146;-1
28;221;332;-1
28;243;135;-1
28;247;362;-1
28;264;244;-1
28;276;127;-1
28;281;460;-1
28;286;119;-1
28;295;407;-1
28;303;388;-1
28;306;321;-1
28;311;445;-1
28;330;532;-1
28;345;6;-1
28;368;184;-1
28;388;219;-1
28;388;666;-1
28;395;248;-1
28;400;387;-1
28;403;113;-1
28;418;215;-1
28;454;458;-1
28;459;495;-1
28;476;348;-1
28;480;232;-1
28;485;326;-1
28;489;515;-1
28;490;354;-1
28;498;45;-1
28;498;258;-1
28;506;556;-1
28;510;46;-1
28;510;99;-1
28;520;371;-1
28;528;236;-1
28;532;283;-1
28;551;86;-1
28;560;483;-1
28;570;219;-1
28;596;165;-1
28;598;398;-1
28;608;120;-1
28;619;79;-1
28;626;472;-1
28;631;238;-1
28;634;121;-1
28;646;214;-1
28;648;500;-1
28;681;125;-1
28;682;364;-1
28;703;109;-1
28;706;227;-1
28;718;681;-1
28;730;34;-1
28;735;234;-1
28;739;68;-1
28;755;367;-1
28;764;85;-1
28;770;20;-1
28;785;8;-1
28;808;170;-1
28;814;6;-1
28;814;96;-1
28;829;441;-1
28;842;401;-1
28;861;383;-1
29;862;208;-1
28;868;0;-1
29;893;117;-1
28;893;202;-1
28;896;525;-1
28;897;486;-1
28;904;386;-1
28;940;128;-1
28;944;342;-1
28;947;388;-1
28;952;329;-1
28;962;475;-1
28;966;244;-1
28;967;175;-1
28;972;482;-1
28;997;237;-1
29;13;32;-1
29;19;235;-1
29;19;244;-1
29;26;10;-1
29;32;150;-1
29;32;659;-1
29;34;225;-1
29;38;584;-1
29;46;130;-1
29;46;371;-1
29;63;319;-1
29;71;143;-1
29;84;272;-1
29;94;272;-1
29;103;241;-1
29;109;615;-1
29;113;451;-1
29;117;290;-1
29;118;128;-1
29;122;439;-1
29;131;170;-1
29;142;481;-1
29;162;145;-1
29;167;126;-1
29;167;282;-1
29;181;232;-1
29;184;621;-1
29;185;542;-1
29;197;305;-1
29;202;170;-1
29;215;285;-1
29;218;82;-1
29;223;394;-1
29;226;45;-1
29;239;683;-1
29;240;369;-1
29;241;624;-1
29;246;276;-1
29;263;67;-1
30;263;238;-1
29;267;529;-1
29;268;295;-1
29;270;499;-1
29;275;119;-1
29;277;588;-1
29;287;531;-1
29;289;61;-1
29;291;397;-1
29;301;592;-1
29;312;590;-1
29;334;638;-1
29;336;677;-1
29;337;156;-1
29;344;32;-1
29;345;206;-1
29;345;216;-1
29;350;220;-1
29;350;410;-1
29;368;36;-1
29;383;379;-1
29;383;669;-1
29;388;753;-1
29;388;834;-1
29;405;71;-1
29;428;139;-1
29;429;715;-1
29;438;4;-1
29;439;673;-1
29;447;224;-1
30;448;375;-1
29;448;584;-1
29;449;493;-1
29;451;129;-1
29;451;467;-1
29;452;252;-1
29;454;103;-1
29;459;229;-1
29;461;46;-1
29;462;613;-1
29;466;730;-1
29;468;388;-1
29;472;719;-1
29;475;279;-1
29;479;73;-1
29;479;98;-1
29;483;490;-1
29;485;386;-1
29;497;730;-1
29;506;459;-1
29;512;91;-1
29;520;542;-1
29;521;623;-1
29;522;41;-1
29;530;303;-1
29;531;31;-1
29;532;77;-1
29;534;453;-1
29;536;431;-1
29;551;435;-1
29;556;531;-1
29;564;405;-1
29;568;276;-1
29;571;147;-1
29;577;733;-1
29;582;623;-1
29;585;466;-1
29;598;449;-1
29;608;201;-1
29;608;243;-1
29;614;395;-1
29;624;37;-1
29;627;536;-1
29;633;537;-1
