27;172;5;-1
29;549;312;-1
31;169;114;-1
31;266;110;-1
31;284;44;-1
31;625;668;-1
32;96;502;-1
32;701;328;-1
35;566;337;-1
35;643;757;-1
37;642;662;-1
41;211;890;-1
42;115;128;-1
42;565;541;-1
42;714;325;-1
42;953;812;-1
43;83;883;-1
43;120;640;-1
43;406;240;-1
43;639;9;-1
44;707;36;-1
45;499;444;-1
48;159;87;-1
48;403;270;-1
49;630;153;-1
49;948;201;-1
50;7;703;-1
50;553;544;-1
51;761;381;-1
52;728;187;-1
53;596;414;-1
53;641;427;-1
54;544;494;-1
54;764;190;-1
56;129;906;-1
57;378;184;-1
57;750;664;-1
61;461;310;-1
61;714;691;-1
27;131;379;-1
27;131;379;-1
27;812;199;-1
27;812;200;-1
27;124;71;-1
26;554;5;-1
28;209;339;-1
27;366;301;-1
31;655;180;-1
31;655;180;-1
30;27;453;-1
29;429;274;-1
34;411;387;-1
35;411;386;-1
39;315;41;0
39;315;41;0
39;315;41;0
39;316;42;0
39;206;555;-1
40;206;556;-1
39;551;22;-1
41;639;440;-1
44;541;76;-1
45;119;7;-1
46;610;627;-1
45;610;628;-1
46;130;78;-1
58;903;593;1
58;903;593;1
58;903;593;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
57;903;593;1
58;902;592;1
57;903;593;1
58;902;592;1
58;903;593;1
58;902;592;1
57;903;593;1
58;902;592;1
57;903;593;1
58;902;592;1
57;903;593;1
58;903;593;1
58;902;592;1
59;904;593;1
58;902;592;1
58;904;593;1
56;903;593;1
60;904;593;1
58;902;592;1
60;904;593;1
55;903;593;1
58;902;592;1
54;903;592;1
60;904;593;1
59;902;592;1
54;904;592;1
60;904;593;1
56;903;594;1
59;902;592;1
54;903;592;1
61;904;592;1
59;901;592;1
53;904;592;1
57;903;594;1
62;905;593;1
52;951;289;-1
52;951;289;-1
52;984;285;-1
55;742;524;-1
58;741;525;-1
58;681;489;2
58;681;489;2
58;680;489;2
57;633;341;-1
