28;25;85;3;0;0
27;681;167;3;1;15
28;448;16;3;2;0
28;609;83;3;3;14
29;472;102;3;4;0
29;655;26;3;5;14
29;890;287;3;6;0
30;78;559;3;7;0
30;456;49;3;8;0
31;257;455;3;9;0
31;350;128;3;10;0
31;700;120;3;11;0
31;963;373;3;12;30
33;432;110;3;13;0
33;248;190;3;14;0
33;680;162;4;15;15
35;340;544;3;16;0
35;390;290;3;17;19
36;342;890;3;18;17
36;644;486;3;19;37
37;855;208;3;20;8
39;441;85;3;21;0
40;541;80;3;22;13
40;937;274;3;23;0
42;259;697;3;24;0
44;634;138;3;25;0
42;781;78;3;26;0
44;938;224;3;27;0
47;174;114;3;28;0
48;840;216;3;29;0
52;529;500;3;30;20
59;830;102;3;31;8
62;734;306;3;32;0
