26;392;44;-1
27;7;4;-1
27;665;166;-1
27;677;48;-1
27;862;96;-1
28;3;13;-1
28;22;174;-1
28;72;139;-1
28;92;35;-1
28;94;26;-1
28;212;60;-1
28;228;138;-1
28;365;48;-1
28;371;11;-1
28;393;4;-1
28;491;46;-1
28;572;13;-1
28;649;217;-1
28;850;45;-1
29;2;30;-1
29;3;80;-1
29;3;175;-1
29;11;360;-1
29;46;258;-1
29;63;88;-1
29;104;151;-1
29;118;115;-1
29;210;69;-1
29;224;36;-1
29;263;25;-1
29;283;10;-1
29;293;37;-1
29;346;190;-1
29;503;37;-1
29;575;653;-1
29;678;208;-1
29;816;165;-1
29;911;340;-1
29;928;62;-1
30;4;458;-1
30;41;299;-1
30;75;301;-1
30;89;107;-1
30;154;159;-1
30;159;89;-1
30;260;24;-1
30;279;211;-1
30;315;612;-1
30;318;484;-1
30;319;429;-1
30;336;34;-1
30;376;661;-1
30;383;104;-1
30;397;382;-1
30;412;776;-1
30;421;86;-1
30;428;88;-1
30;481;156;-1
30;492;55;-1
30;552;35;-1
30;554;410;-1
30;607;573;-1
30;650;715;-1
30;691;30;-1
30;765;270;-1
30;792;237;-1
30;800;572;-1
30;842;327;-1
30;881;175;-1
30;903;353;-1
30;905;230;-1
30;924;539;-1
30;950;370;-1
31;18;380;-1
31;26;308;-1
31;33;431;-1
31;34;222;-1
31;54;270;-1
31;93;526;-1
31;161;103;-1
31;177;24;-1
31;237;114;-1
31;322;611;-1
31;370;655;-1
31;372;315;-1
31;436;297;-1
31;494;172;-1
31;605;89;-1
31;616;786;-1
31;671;14;-1
31;799;188;-1
31;929;517;-1
32;37;138;-1
32;91;84;-1
32;104;626;-1
32;119;550;-1
32;137;151;-1
32;142;529;-1
32;150;108;-1
32;156;546;-1
32;173;890;-1
32;235;467;-1
32;235;609;-1
32;268;280;-1
32;330;51;-1
32;330;88;-1
32;424;418;-1
32;507;269;-1
32;508;287;-1
32;511;456;-1
32;536;223;-1
32;541;56;-1
32;561;92;-1
32;763;250;-1
32;768;513;-1
32;895;56;-1
33;23;240;-1
33;26;245;-1
33;53;214;-1
33;102;158;-1
33;139;9;-1
33;165;502;-1
33;168;889;-1
33;197;72;-1
33;251;22;-1
33;268;699;-1
33;275;498;-1
33;301;71;-1
33;313;722;-1
33;351;259;-1
33;420;67;-1
33;424;730;-1
33;457;23;-1
33;466;574;-1
33;490;68;-1
33;511;645;-1
33;522;257;-1
33;525;49;-1
33;577;16;-1
33;596;550;-1
33;613;199;-1
33;660;922;-1
33;718;751;-1
33;761;400;-1
33;827;625;-1
33;844;826;-1
33;907;812;-1
33;941;380;-1
34;2;651;0
34;57;184;-1
34;64;153;-1
34;102;27;-1
34;123;134;-1
34;123;613;-1
34;124;507;-1
34;127;21;-1
34;221;88;-1
34;232;28;-1
34;241;654;-1
34;353;167;-1
34;378;365;-1
34;431;51;-1
34;477;272;-1
34;499;167;-1
34;560;151;-1
34;563;346;-1
34;578;453;-1
34;726;11;-1
34;741;767;-1
34;863;963;-1
34;997;395;-1
35;169;97;-1
35;184;72;-1
35;243;323;-1
35;256;51;-1
35;336;211;-1
35;369;96;-1
35;385;175;-1
35;417;794;-1
35;427;56;-1
35;527;665;-1
35;592;553;-1
35;630;251;-1
35;659;84;-1
35;678;784;-1
35;942;162;-1
35;997;378;-1
36;49;882;-1
36;111;734;-1
36;173;129;-1
36;176;78;-1
36;221;106;-1
36;250;17;-1
36;269;37;-1
36;359;620;-1
36;412;581;-1
36;441;17;-1
36;481;70;-1
36;487;254;-1
36;494;118;-1
36;525;352;-1
36;528;773;-1
36;537;706;-1
36;572;18;-1
36;645;919;-1
36;777;15;-1
36;827;942;-1
36;887;898;-1
36;964;152;-1
37;103;32;-1
37;106;133;-1
37;107;828;-1
37;110;123;-1
37;185;130;-1
37;203;84;-1
37;286;445;-1
37;297;609;-1
37;411;107;-1
37;447;108;-1
37;523;163;-1
37;692;825;-1
37;696;739;-1
37;727;750;-1
37;876;526;-1
37;925;235;-1
37;931;805;-1
37;984;333;-1
37;997;148;-1
38;11;756;-1
38;47;225;-1
38;136;25;-1
38;208;99;-1
38;226;598;-1
38;227;68;-1
38;228;56;-1
38;260;275;-1
38;269;265;-1
38;356;165;-1
38;387;144;-1
38;417;110;-1
38;553;712;-1
38;670;10;-1
38;740;408;-1
38;801;835;-1
38;802;488;-1
38;802;520;-1
38;806;455;-1
38;806;855;-1
39;103;40;-1
39;152;602;-1
39;213;58;-1
39;219;86;-1
39;305;508;-1
39;341;517;-1
39;380;109;-1
39;530;163;-1
39;604;397;-1
39;678;576;-1
39;823;519;-1
40;229;40;-1
40;251;497;-1
40;452;914;1
40;538;476;-1
40;568;209;-1
40;618;414;-1
40;720;310;-1
40;839;393;-1
41;114;114;-1
41;437;43;-1
41;493;106;-1
41;551;720;-1
41;601;622;-1
41;654;222;-1
41;973;541;-1
42;163;122;-1
42;198;591;-1
42;198;833;-1
42;202;107;-1
42;594;650;-1
42;626;331;-1
42;741;605;-1
42;921;887;-1
42;926;177;-1
42;936;96;-1
43;161;121;-1
43;178;683;-1
43;218;24;-1
43;220;51;-1
43;461;105;-1
43;697;415;-1
43;723;569;-1
43;803;884;-1
43;945;820;-1
43;949;223;-1
43;983;902;-1
44;62;744;-1
44;194;53;-1
44;295;901;-1
44;310;677;-1
44;400;249;-1
44;467;654;-1
44;475;518;-1
44;559;281;-1
44;559;730;-1
44;623;704;-1
44;653;870;-1
44;675;947;-1
44;724;744;-1
44;727;116;-1
44;791;894;-1
44;824;457;-1
44;825;579;-1
44;869;647;-1
44;933;41;-1
44;969;514;-1
45;126;847;-1
45;145;97;-1
45;479;222;-1
45;481;209;-1
45;560;114;-1
45;587;341;-1
45;874;728;-1
45;907;948;-1
46;118;58;-1
46;149;101;-1
46;164;90;-1
46;317;464;-1
46;527;335;-1
46;665;906;-1
46;718;405;-1
46;758;652;-1
46;801;71;-1
46;823;469;-1
46;846;203;-1
46;854;702;-1
46;878;75;-1
46;920;828;-1
46;934;434;-1
46;940;636;-1
46;952;707;-1
47;205;17;-1
47;237;670;-1
47;518;6;-1
47;538;380;-1
47;539;358;-1
47;839;139;-1
47;971;557;-1
48;19;783;-1
48;135;893;-1
48;205;603;-1
48;400;770;-1
48;459;411;-1
48;626;405;-1
48;650;430;-1
48;653;425;-1
48;737;784;-1
48;805;839;-1
48;812;333;-1
48;833;430;-1
49;209;614;-1
49;557;134;-1
49;575;574;-1
49;649;395;-1
49;749;673;-1
49;755;253;-1
50;139;851;-1
50;150;47;-1
50;394;180;-1
50;417;498;-1
50;526;285;-1
50;657;506;-1
50;703;409;-1
50;720;333;-1
